,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Date_formatted,season,season_name,Hour,time_of_day,Month,Day,rating_label,Cummulative_Sales
244,376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.55,788.51,2/2/2019,18:42:00,Credit card,750.96,4.76,37.55,8.3,2019-02-02,1,Winter,18,Evening,2,2,High,121374.41999999993
472,405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.56,452.86,2/2/2019,18:31:00,Credit card,431.3,4.76,21.56,5.5,2019-02-02,1,Winter,18,Evening,2,2,Low,121827.27999999993
370,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.19,193.01,2/2/2019,19:40:00,Cash,183.82,4.76,9.19,9.9,2019-02-02,1,Winter,19,Evening,2,2,Very High,122020.28999999992
118,642-32-2990,A,Yangon,Normal,Female,Food and beverages,10.96,10,5.48,115.08,2/2/2019,20:48:00,Ewallet,109.6,4.76,5.48,6.0,2019-02-02,1,Winter,20,Evening,2,2,Low,122135.36999999992
480,541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.39,554.15,2/2/2019,20:29:00,Cash,527.76,4.76,26.39,8.4,2019-02-02,1,Winter,20,Evening,2,2,High,122689.51999999992
720,418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.95,187.87,2/2/2019,20:42:00,Cash,178.92,4.76,8.95,7.1,2019-02-02,1,Winter,20,Evening,2,2,Moderate,122877.38999999991
50,326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,2/3/2019,10:19:00,Cash,639.8,4.76,31.99,9.5,2019-02-03,1,Winter,10,Morning,2,3,Very High,123549.1799999999
462,326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2/3/2019,10:02:00,Cash,295.8,4.76,14.79,6.1,2019-02-03,1,Winter,10,Morning,2,3,Low,123859.7699999999
751,585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2/3/2019,10:31:00,Credit card,136.4,4.76,6.82,8.6,2019-02-03,1,Winter,10,Morning,2,3,High,124002.9899999999
614,443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.72,708.22,2/3/2019,11:25:00,Ewallet,674.5,4.76,33.72,4.2,2019-02-03,1,Winter,11,Morning,2,3,Very low,124711.2099999999
660,322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.45,135.36,2/3/2019,11:46:00,Cash,128.91,4.76,6.45,9.3,2019-02-03,1,Winter,11,Morning,2,3,Very High,124846.5699999999
62,347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,24.78,520.41,2/3/2019,13:40:00,Ewallet,495.63,4.76,24.78,10.0,2019-02-03,1,Winter,13,Noon,2,3,Very High,125366.97999999991
289,430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.21,697.37,2/3/2019,14:38:00,Cash,664.16,4.76,33.21,4.2,2019-02-03,1,Winter,14,Noon,2,3,Very low,126064.3499999999
819,190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2/3/2019,14:35:00,Credit card,235.8,4.76,11.79,6.0,2019-02-03,1,Winter,14,Noon,2,3,Low,126311.9399999999
332,566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.26,404.36,2/3/2019,15:59:00,Cash,385.1,4.76,19.26,5.5,2019-02-03,1,Winter,15,Noon,2,3,Low,126716.2999999999
460,639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2/3/2019,15:19:00,Cash,202.6,4.76,10.13,4.5,2019-02-03,1,Winter,15,Noon,2,3,Very low,126929.0299999999
500,277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.7,77.67,2/3/2019,15:53:00,Credit card,73.97,4.76,3.7,5.4,2019-02-03,1,Winter,15,Noon,2,3,Low,127006.6999999999
566,718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.66,517.96,2/3/2019,16:40:00,Credit card,493.3,4.76,24.66,9.4,2019-02-03,1,Winter,16,Noon,2,3,Very High,127524.6599999999
652,742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2/3/2019,17:24:00,Cash,727.8,4.76,36.39,7.3,2019-02-03,1,Winter,17,Evening,2,3,Moderate,128288.8499999999
947,676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.69,56.47,2/3/2019,20:13:00,Ewallet,53.78,4.76,2.69,4.7,2019-02-03,1,Winter,20,Evening,2,3,Very low,128345.3199999999
419,745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.83,185.37,2/4/2019,10:23:00,Cash,176.54,4.76,8.83,8.2,2019-02-04,1,Winter,10,Morning,2,4,High,128530.6899999999
346,441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.6,75.55,2/4/2019,12:14:00,Cash,71.95,4.76,3.6,7.3,2019-02-04,1,Winter,12,Morning,2,4,Moderate,128606.2399999999
713,268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.23,130.88,2/4/2019,12:50:00,Ewallet,124.65,4.76,6.23,6.0,2019-02-04,1,Winter,12,Morning,2,4,Low,128737.11999999991
402,236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.7,14.68,2/4/2019,13:38:00,Ewallet,13.98,4.76,0.7,9.8,2019-02-04,1,Winter,13,Noon,2,4,Very High,128751.7999999999
489,627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.96,734.08,2/4/2019,13:21:00,Ewallet,699.12,4.76,34.96,9.8,2019-02-04,1,Winter,13,Noon,2,4,Very High,129485.8799999999
665,518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.73,204.25,2/4/2019,15:44:00,Ewallet,194.52,4.76,9.73,7.6,2019-02-04,1,Winter,15,Noon,2,4,High,129690.1299999999
587,695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.76,226.06,2/4/2019,16:38:00,Ewallet,215.3,4.76,10.76,7.7,2019-02-04,1,Winter,16,Noon,2,4,High,129916.1899999999
785,404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.1,548.16,2/4/2019,16:09:00,Credit card,522.06,4.76,26.1,9.0,2019-02-04,1,Winter,16,Noon,2,4,Very High,130464.3499999999
724,434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.67,98.03,2/4/2019,18:53:00,Ewallet,93.36,4.76,4.67,7.4,2019-02-04,1,Winter,18,Evening,2,4,Moderate,130562.3799999999
556,198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.2,151.28,2/4/2019,19:38:00,Cash,144.08,4.76,7.2,9.5,2019-02-04,1,Winter,19,Evening,2,4,Very High,130713.6599999999
979,151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.39,71.16,2/4/2019,20:43:00,Credit card,67.77,4.76,3.39,6.5,2019-02-04,1,Winter,20,Evening,2,4,Moderate,130784.8199999999
111,210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.73,309.36,2/5/2019,10:41:00,Credit card,294.63,4.76,14.73,7.8,2019-02-05,1,Winter,10,Morning,2,5,High,131094.1799999999
257,729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.77,163.23,2/5/2019,10:16:00,Ewallet,155.46,4.76,7.77,8.7,2019-02-05,1,Winter,10,Morning,2,5,High,131257.40999999992
897,409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.18,297.8,2/5/2019,10:17:00,Cash,283.62,4.76,14.18,8.8,2019-02-05,1,Winter,10,Morning,2,5,Very High,131555.2099999999
110,479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49,2,1.65,34.63,2/5/2019,11:32:00,Ewallet,32.98,4.76,1.65,4.6,2019-02-05,1,Winter,11,Morning,2,5,Very low,131589.8399999999
593,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2/5/2019,11:51:00,Ewallet,225.6,4.76,11.28,4.8,2019-02-05,1,Winter,11,Morning,2,5,Very low,131826.7199999999
552,210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.21,550.37,2/5/2019,12:34:00,Cash,524.16,4.76,26.21,9.7,2019-02-05,1,Winter,12,Morning,2,5,Very High,132377.0899999999
782,307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.53,32.15,2/5/2019,14:14:00,Credit card,30.62,4.76,1.53,4.1,2019-02-05,1,Winter,14,Noon,2,5,Very low,132409.2399999999
339,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.27,404.65,2/5/2019,15:26:00,Credit card,385.38,4.76,19.27,8.9,2019-02-05,1,Winter,15,Noon,2,5,Very High,132813.8899999999
961,324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.09,43.87,2/5/2019,18:45:00,Cash,41.78,4.76,2.09,9.8,2019-02-05,1,Winter,18,Evening,2,5,Very High,132857.7599999999
142,338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,2/5/2019,19:57:00,Cash,686.0,4.76,34.3,9.1,2019-02-05,1,Winter,19,Evening,2,5,Very High,133578.05999999988
311,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.93,145.59,2/5/2019,19:05:00,Ewallet,138.66,4.76,6.93,9.7,2019-02-05,1,Winter,19,Evening,2,5,Very High,133723.64999999988
886,325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.39,92.3,2/5/2019,19:42:00,Ewallet,87.9,4.76,4.39,6.7,2019-02-05,1,Winter,19,Evening,2,5,Moderate,133815.94999999987
34,183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.88,417.56,2/6/2019,10:42:00,Ewallet,397.68,4.76,19.88,7.5,2019-02-06,1,Winter,10,Morning,2,6,Moderate,134233.50999999986
773,471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.62,55.04,2/6/2019,10:22:00,Credit card,52.42,4.76,2.62,6.3,2019-02-06,1,Winter,10,Morning,2,6,Low,134288.54999999987
522,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.23,235.87,2/6/2019,13:55:00,Credit card,224.64,4.76,11.23,5.9,2019-02-06,1,Winter,13,Noon,2,6,Low,134524.41999999987
203,875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2/6/2019,14:51:00,Ewallet,259.0,4.76,12.95,8.7,2019-02-06,1,Winter,14,Noon,2,6,High,134796.36999999988
725,149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2/6/2019,14:24:00,Cash,228.0,4.76,11.4,6.6,2019-02-06,1,Winter,14,Noon,2,6,Moderate,135035.76999999987
47,727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,9.0,189.09,2/6/2019,15:47:00,Ewallet,180.09,4.76,9.0,4.1,2019-02-06,1,Winter,15,Noon,2,6,Very low,135224.85999999987
894,811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.14,317.83,2/6/2019,15:16:00,Credit card,302.7,4.76,15.14,8.9,2019-02-06,1,Winter,15,Noon,2,6,Very High,135542.68999999986
378,595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.4,407.32,2/6/2019,17:20:00,Ewallet,387.92,4.76,19.4,9.4,2019-02-06,1,Winter,17,Evening,2,6,Very High,135950.00999999986
10,351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.48,4,2.9,60.82,2/6/2019,18:07:00,Ewallet,57.92,4.76,2.9,4.5,2019-02-06,1,Winter,18,Evening,2,6,Very low,136010.82999999987
715,258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2/6/2019,18:33:00,Credit card,178.4,4.76,8.92,6.6,2019-02-06,1,Winter,18,Evening,2,6,Moderate,136198.14999999988
948,373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.95,188.0,2/6/2019,18:44:00,Ewallet,179.05,4.76,8.95,7.9,2019-02-06,1,Winter,18,Evening,2,6,High,136386.14999999988
532,857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.48,240.98,2/6/2019,19:20:00,Ewallet,229.5,4.76,11.48,8.2,2019-02-06,1,Winter,19,Evening,2,6,High,136627.1299999999
94,512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.49,94.24,2/6/2019,20:05:00,Credit card,89.75,4.76,4.49,6.6,2019-02-06,1,Winter,20,Evening,2,6,Moderate,136721.36999999988
610,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.45,30.41,2/7/2019,10:18:00,Credit card,28.96,4.76,1.45,6.2,2019-02-07,1,Winter,10,Morning,2,7,Low,136751.77999999988
912,453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.25,782.21,2/7/2019,10:09:00,Cash,744.96,4.76,37.25,6.8,2019-02-07,1,Winter,10,Morning,2,7,Moderate,137533.98999999987
57,635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,752.64,2/7/2019,11:28:00,Ewallet,716.8,4.76,35.84,6.6,2019-02-07,1,Winter,11,Morning,2,7,Moderate,138286.6299999999
528,827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28:00,Credit card,543.6,4.76,27.18,6.1,2019-02-07,1,Winter,11,Morning,2,7,Low,138857.4099999999
535,583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.83,122.52,2/7/2019,11:36:00,Ewallet,116.69,4.76,5.83,7.4,2019-02-07,1,Winter,11,Morning,2,7,Moderate,138979.92999999988
700,626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.16,507.44,2/7/2019,12:23:00,Ewallet,483.28,4.76,24.16,9.6,2019-02-07,1,Winter,12,Morning,2,7,Very High,139487.36999999988
259,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.19,276.95,2/7/2019,13:05:00,Credit card,263.76,4.76,13.19,6.9,2019-02-07,1,Winter,13,Noon,2,7,Moderate,139764.3199999999
439,810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.34,343.22,2/7/2019,14:38:00,Credit card,326.88,4.76,16.34,6.5,2019-02-07,1,Winter,14,Noon,2,7,Moderate,140107.5399999999
592,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.28,47.86,2/7/2019,14:13:00,Cash,45.58,4.76,2.28,9.8,2019-02-07,1,Winter,14,Noon,2,7,Very High,140155.39999999988
678,648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.48,618.98,2/7/2019,14:27:00,Ewallet,589.5,4.76,29.48,8.1,2019-02-07,1,Winter,14,Noon,2,7,High,140774.3799999999
822,784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.51,10.68,2/7/2019,14:15:00,Cash,10.17,4.76,0.51,5.9,2019-02-07,1,Winter,14,Noon,2,7,Low,140785.05999999988
891,114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.16,486.44,2/7/2019,15:06:00,Cash,463.28,4.76,23.16,8.1,2019-02-07,1,Winter,15,Noon,2,7,High,141271.49999999988
957,430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.81,289.93,2/7/2019,15:55:00,Cash,276.12,4.76,13.81,7.1,2019-02-07,1,Winter,15,Noon,2,7,Moderate,141561.42999999988
13,252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19,10,21.6,453.5,2/7/2019,16:48:00,Ewallet,431.9,4.76,21.6,8.2,2019-02-07,1,Winter,16,Noon,2,7,High,142014.92999999988
619,641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.04,273.8,2/7/2019,17:55:00,Ewallet,260.76,4.76,13.04,8.5,2019-02-07,1,Winter,17,Evening,2,7,High,142288.72999999986
974,744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.61,180.87,2/7/2019,17:59:00,Cash,172.26,4.76,8.61,8.2,2019-02-07,1,Winter,17,Evening,2,7,High,142469.59999999986
153,214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.94,103.82,2/7/2019,18:23:00,Ewallet,98.88,4.76,4.94,9.9,2019-02-07,1,Winter,18,Evening,2,7,Very High,142573.41999999987
330,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.91,208.09,2/7/2019,18:48:00,Cash,198.18,4.76,9.91,6.8,2019-02-07,1,Winter,18,Evening,2,7,Moderate,142781.50999999986
985,374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.93,334.48,2/7/2019,19:30:00,Ewallet,318.55,4.76,15.93,8.5,2019-02-07,1,Winter,19,Evening,2,7,High,143115.98999999987
457,533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.7,833.6,2/7/2019,20:24:00,Cash,793.9,4.76,39.7,6.2,2019-02-07,1,Winter,20,Evening,2,7,Low,143949.58999999988
4,373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,7,30.21,634.38,2/8/2019,10:37:00,Ewallet,604.17,4.76,30.21,5.3,2019-02-08,1,Winter,10,Morning,2,8,Low,144583.96999999988
187,732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.29,195.17,2/8/2019,10:53:00,Cash,185.88,4.76,9.29,7.0,2019-02-08,1,Winter,10,Morning,2,8,Moderate,144779.1399999999
921,181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.91,103.13,2/8/2019,10:58:00,Cash,98.22,4.76,4.91,7.0,2019-02-08,1,Winter,10,Morning,2,8,Moderate,144882.2699999999
129,549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28,9,40.63,853.15,2/8/2019,11:15:00,Ewallet,812.52,4.76,40.63,7.2,2019-02-08,1,Winter,11,Morning,2,8,Moderate,145735.4199999999
732,756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.98,20.68,2/8/2019,11:39:00,Ewallet,19.7,4.76,0.98,9.5,2019-02-08,1,Winter,11,Morning,2,8,Very High,145756.0999999999
812,815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.24,341.09,2/8/2019,12:52:00,Credit card,324.85,4.76,16.24,6.5,2019-02-08,1,Winter,12,Morning,2,8,Moderate,146097.1899999999
42,354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.74,435.46,2/8/2019,13:03:00,Cash,414.72,4.76,20.74,5.6,2019-02-08,1,Winter,13,Noon,2,8,Low,146532.64999999988
422,271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.6,1020.7,2/8/2019,13:00:00,Credit card,972.1,4.76,48.6,8.7,2019-02-08,1,Winter,13,Noon,2,8,High,147553.3499999999
466,440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0,273.05,2/8/2019,13:12:00,Credit card,260.05,4.76,13.0,7.7,2019-02-08,1,Winter,13,Noon,2,8,High,147826.39999999988
26,649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52,1,1.68,35.2,2/8/2019,15:31:00,Cash,33.52,4.76,1.68,6.7,2019-02-08,1,Winter,15,Noon,2,8,Moderate,147861.5999999999
605,830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26:00,Cash,127.0,4.76,6.35,8.6,2019-02-08,1,Winter,15,Noon,2,8,High,147994.9499999999
167,687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2/8/2019,16:20:00,Credit card,989.8,4.76,49.49,8.7,2019-02-08,1,Winter,16,Noon,2,8,High,149034.2399999999
180,130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.49,472.31,2/9/2019,10:00:00,Cash,449.82,4.76,22.49,5.7,2019-02-09,1,Winter,10,Morning,2,9,Low,149506.5499999999
316,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.16,66.4,2/9/2019,10:25:00,Cash,63.24,4.76,3.16,7.3,2019-02-09,1,Winter,10,Morning,2,9,Moderate,149572.9499999999
468,746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.08,22.66,2/9/2019,10:02:00,Ewallet,21.58,4.76,1.08,7.2,2019-02-09,1,Winter,10,Morning,2,9,Moderate,149595.6099999999
263,447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00:00,Cash,222.4,4.76,11.12,4.2,2019-02-09,1,Winter,11,Morning,2,9,Very low,149829.1299999999
954,200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.77,415.23,2/9/2019,11:45:00,Cash,395.46,4.76,19.77,5.7,2019-02-09,1,Winter,11,Morning,2,9,Low,150244.3599999999
901,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.19,193.07,2/9/2019,12:02:00,Ewallet,183.88,4.76,9.19,5.1,2019-02-09,1,Winter,12,Morning,2,9,Very low,150437.4299999999
97,871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,6,3.74,78.44,2/9/2019,13:11:00,Cash,74.7,4.76,3.74,4.1,2019-02-09,1,Winter,13,Noon,2,9,Very low,150515.8699999999
997,727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.59,33.43,2/9/2019,13:22:00,Cash,31.84,4.76,1.59,7.7,2019-02-09,1,Winter,13,Noon,2,9,High,150549.2999999999
509,602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.78,100.48,2/9/2019,17:15:00,Credit card,95.7,4.76,4.78,5.1,2019-02-09,1,Winter,17,Evening,2,9,Very low,150649.7799999999
906,450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.3,888.4,2/9/2019,18:58:00,Credit card,846.1,4.76,42.3,8.8,2019-02-09,1,Winter,18,Evening,2,9,Very High,151538.1799999999
246,866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,19:43:00,Cash,244.2,4.76,12.21,4.8,2019-02-09,1,Winter,19,Evening,2,9,Very low,151794.5899999999
899,146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.77,331.13,2/9/2019,19:17:00,Ewallet,315.36,4.76,15.77,4.6,2019-02-09,1,Winter,19,Evening,2,9,Very low,152125.7199999999
550,747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.59,180.4,2/9/2019,20:31:00,Ewallet,171.81,4.76,8.59,6.5,2019-02-09,1,Winter,20,Evening,2,9,Moderate,152306.1199999999
48,669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.68,119.26,2/10/2019,12:45:00,Credit card,113.58,4.76,5.68,8.1,2019-02-10,1,Winter,12,Morning,2,10,High,152425.37999999992
146,685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2/10/2019,12:28:00,Ewallet,301.4,4.76,15.07,9.2,2019-02-10,1,Winter,12,Morning,2,10,Very High,152741.84999999992
188,400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7,77.77,2/10/2019,12:50:00,Ewallet,74.07,4.76,3.7,9.9,2019-02-10,1,Winter,12,Morning,2,10,Very High,152819.6199999999
606,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.78,394.33,2/10/2019,12:56:00,Ewallet,375.55,4.76,18.78,5.2,2019-02-10,1,Winter,12,Morning,2,10,Very low,153213.9499999999
693,196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.68,539.34,2/10/2019,13:56:00,Cash,513.66,4.76,25.68,9.5,2019-02-10,1,Winter,13,Noon,2,10,Very High,153753.2899999999
971,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.92,271.29,2/10/2019,13:51:00,Ewallet,258.37,4.76,12.92,6.7,2019-02-10,1,Winter,13,Noon,2,10,Moderate,154024.5799999999
51,162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,5,11.15,234.1,2/10/2019,15:10:00,Cash,222.95,4.76,11.15,8.5,2019-02-10,1,Winter,15,Noon,2,10,High,154258.6799999999
66,838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.35,70.29,2/10/2019,15:43:00,Ewallet,66.94,4.76,3.35,6.7,2019-02-10,1,Winter,15,Noon,2,10,Moderate,154328.9699999999
132,695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84,4,6.97,146.33,2/10/2019,18:36:00,Cash,139.36,4.76,6.97,7.4,2019-02-10,1,Winter,18,Evening,2,10,Moderate,154475.2999999999
340,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.21,151.48,2/10/2019,18:23:00,Credit card,144.27,4.76,7.21,7.8,2019-02-10,1,Winter,18,Evening,2,10,High,154626.7799999999
314,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.06,820.36,2/10/2019,20:51:00,Cash,781.3,4.76,39.06,4.4,2019-02-10,1,Winter,20,Evening,2,10,Very low,155447.1399999999
190,284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.56,242.68,2/11/2019,10:39:00,Credit card,231.12,4.76,11.56,7.2,2019-02-11,1,Winter,10,Morning,2,11,Moderate,155689.8199999999
232,418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.84,794.65,2/11/2019,10:54:00,Cash,756.81,4.76,37.84,8.0,2019-02-11,1,Winter,10,Morning,2,11,High,156484.46999999988
760,842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2/11/2019,10:38:00,Credit card,772.0,4.76,38.6,5.6,2019-02-11,1,Winter,10,Morning,2,11,Low,157295.0699999999
561,866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2/11/2019,15:42:00,Credit card,892.0,4.76,44.6,4.4,2019-02-11,1,Winter,15,Noon,2,11,Very low,158231.6699999999
973,531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.01,252.25,2/11/2019,15:29:00,Cash,240.24,4.76,12.01,5.4,2019-02-11,1,Winter,15,Noon,2,11,Low,158483.9199999999
71,796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,2/11/2019,16:19:00,Cash,621.2,4.76,31.06,5.9,2019-02-11,1,Winter,16,Noon,2,11,Low,159136.1799999999
781,534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.95,397.99,2/11/2019,16:06:00,Ewallet,379.04,4.76,18.95,7.8,2019-02-11,1,Winter,16,Noon,2,11,High,159534.1699999999
799,401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.67,455.12,2/11/2019,18:38:00,Ewallet,433.45,4.76,21.67,9.4,2019-02-11,1,Winter,18,Evening,2,11,Very High,159989.2899999999
